髙	こう,たか
大和谷	おわたに,やまとだに,やまとや
大和田野	おおわだの,おわだの
大佛	おおふつ,おさらぎ
大國	おおくに,おおぐに
大寶	おおたから,おおだから
大峽	おおば,おおばさま
大嶽	おおたけ,おおだけ
大幢	おおど,おおどう
大條	おおえだ,だいじょう
大渕	おおふち,おおぶち
大澤	おおさわ,おおざわ
大籠	おおこもり,おおごもり
鷹羽	たかのは,たかは,たかば
鷹合	たかあい,たかごう
鷹松	たかしょう,たかまつ
鷹栖	たかす,たかのす
鷹田	たかた,たかだ
鷹箸	たかのはし,たかはし
鷹木	たかき,たかぎ
鷹澤	たかさわ,たかざわ
鷹觜	たかのはし,たかはし
滝戸	たきと,たきど
滝川	たきかわ,たきがわ
滝谷	たきたに,たきや
滝平	たきだいら,たきひら
滝澤	たきさわ,たきざわ
瀧上	たきうえ,たきがみ
瀧川	たきかわ,たきがわ
瀧谷	たきたに,たきや
瀧島	たきしま,たきじま
瀧藤	たきとう,たきふじ
瀧波	たきなみ,たつなみ
沢崎	さわさき,さわざき
沢谷	さわたに,さわや
沢渡	さわたり,さわど
沢登	さわと,さわのぼり
沢辺	さわなべ,さわべ
沢里	さわさと,さわざと
蛸島	たこしま,たこじま
但田	たじた,ただ
但木	たたき,ただき
達	たち,たつ,だて
達下	たつした,たてした
達家	たつか,たつや
達川	たちかわ,たつかわ
辰口	たつくち,たつぐち
辰馬	たつうま,たつま
棚橋	たなはし,たなばし
棚沢	たなさわ,たなざわ
棚澤	たなさわ,たなざわ
谷﨑	たにさき,たにざき
谷井	たにい,やつい
谷河	たにかわ,たにがわ,やがわ
谷貝	たにがい,やがい
谷垣内	たにがいち,たにがいと
谷亀	たにかめ,やがめ
谷戸	たにと,やと
谷口	たにぐち,やぐち
谷高	やたか,やだか
谷治	たにじ,やじ
谷所	たにしょ,たにじょ,たにどころ,やどころ
谷上	たにうえ,たにがみ
谷生	たにう,たにしょう
谷川	たにかわ,たにがわ
谷川原	たにがわら,やがはら
谷村	たにむら,やむら
谷沢	たにざわ,やざわ
谷谷	たにや,やや
谷端	たにはし,たにはた,たにばた
谷地	たにち,やち
谷地田	たにちだ,やちた,やちだ
谷中	たになか,やなか
谷津	たにつ,たにづ,やず,やつ,やづ
谷塚	たにづか,やつか
谷田	たにた,たにだ,やた,やつだ
谷田貝	たやがい,やたがい
谷島	たにしま,やじま
谷嶋	たにしま,たにじま,やしま,やじま
谷藤	たにふじ,やとう
谷内	たにうち,たにない,やち,やない
谷内田	やうちだ,やちた,やちだ
谷木	たにき,やぎ
谷野	たにの,やの
谷利	たにかが,たにり
谷澤	たにさわ,たにざわ,やざわ
樽井	たる,たるい
樽家	たるい,たるや
樽谷	たるたに,たるや
丹羽	たんば,には,にわ
丹家	たんけ,たんげ
丹菊	たんきく,たんぎく
丹山	たんやま,にやま
丹治	たじみ,たんじ
丹生	たんしょう,たんじょう,たんせい,にう,にお,にぶ,にゅう,ぶにう
丹生谷	にうのや,にうや,にぶや,にゅうのや
丹保	たんぼ,たんぽ
淡	あわ,だん
淡河	おうご,おごう,たんかわ
淡川	あいかわ,あわかわ
淡谷	あわたに,あわや
淡地	あわじ,あわち
淡野	あわの,たんの
淡輪	たんなわ,たんのわ
炭竃	すみかま,すみがま
炭谷	すみたに,すみや
炭竈	すみかま,すみがま
端	はし,はた,はな
端崎	はしざき,はたさき
端山	はしやま,はやま
端谷	はしたに,はしや,はなや
端本	はしもと,はたもと
鍛	かじ,きたい
鍛原	かじはら,かじわら
鍛治谷	かじたに,かじや
段上	だんがみ,だんじょう
男澤	おざわ,おとこざわ
知久	ちきゅう,ちく
知見	ちけん,ちみ
地引	じびき,ぢびき
地曳	じびき,ぢびき
地崎	じさき,ちさき,ちざき,ぢさき
地紙	じかみ,じがみ
地主	じぬし,ちぬし,ぢぬし
地神	じがみ,ぢがみ
地蔵	じぞう,ぢぞう
地村	ちむら,ぢむら
地土井	じどい,ちどい
地頭薗	じとうその,じとうぞの
地福	じふく,ぢふく
地良田	じらた,ぢらた
池ヶ谷	いけがや,いけたに
池戸	いけと,いけど
池照	いけしょう,いけてる
池上	いけうえ,いけがみ,いけのうえ
池川	いけかわ,いけがわ
池袋	いけふくろ,いけぶくろ
池谷	いけがや,いけたに,いけのや,いけや
池端	いけはた,いけばた,いわはた
池津	いけつ,いけづ
池島	いけしま,いけじま
池嶋	いけしま,いけじま
池畑	いけはた,いけばた
池畠	いけはた,いけばた
池末	いけすえ,いけまつ
池渕	いけふち,いけぶち
池澤	いけさわ,いけざわ
池邊	いけのべ,いけべ
置鮎	おきあい,おきあゆ
置塩	おきしお,おしお
遅塚	おそづか,ちづか
築舘	ちくだて,つきだて
築城	ついき,つゆき
築谷	つきたに,つきや
築地	ついじ,ついぢ,つきじ,つきぢ
築野	ちくの,つくの,つの
竹﨑	たけさき,たけざき
竹越	たけこし,たけごし
竹園	たけその,たけぞの
竹延	たけのぶ,たけのべ
竹花	たけはな,たけばな
竹間	たけま,ちくま
竹岸	たけきし,たけぎし
竹腰	たけこし,たけごし
竹崎	たけさき,たけざき
竹上	たけうえ,たけがみ,たけのうえ
竹森	たけのもり,たけもり
竹生	たけお,たけおい,たけふ,ちくぶ
竹川	たけかわ,たけがわ
竹谷	たけたに,たけや
竹端	たけはた,たけはな,たけばた
竹田	たけた,たけだ,ちくだ
竹田津	たけたず,たけたつ,たけたづ
竹内	たけうち,たけのうち
竹馬	ちくば,ちくま
竹迫	たかば,たけさこ,たけざこ
竹本	たけもと,ちくもと
筑井	ちくい,つくい
筑間	ちくま,つくま
筑紫	ちくし,つくし
茶園	ちゃえん,ちゃぞの
茶山	さやま,ちゃやま
茶谷	ちゃたに,ちゃだに,ちゃや
茶畑	ちゃばた,ちゃばたけ
茶木	ちゃき,ちゃぎ
茶野	さの,ちゃの
茶圓	ちゃえん,ちやえん
中	あたり,なか,なかば
中﨑	なかさき,なかざき
中羽	なかは,なかば
中永	なかえ,なかなが
中越	なかこし,なかごえ,なかごし
中園	なかその,なかぞの
中家	なかいえ,なかや
中河	なかかわ,なかがわ
中垣内	なかがいち,なかがいと
中舘	なかだち,なかだて
中熊	なかくま,なかぐま
中郡	ちゅうぐん,なかごおり
中後	ちゅうご,なかご
中込	なかごみ,なかごめ
中座	ちゅうざ,なかざ
中才	なかさい,なかざい
中崎	なかさき,なかざき
中三川	なかみかわ,なかみがわ
中司	なかし,なかじ,なかつか,なかつかさ
中子	なかこ,なかご
中舎	なかしゃ,なかや
中住	なかすみ,なかずみ
中重	なかしげ,なかじゅう
中出	なかいで,なかで
中楯	なかたて,なかだて
中所	ちゅうしょ,なかしょ
中小路	なかこうじ,なかしょうじ
中庄谷	なかしょうたに,なかしょうや
中上	なかうえ,なかがみ
中城	ちゅうじょう,なかぎ,なかしろ,なかじょう
中場	ちゅうば,なかば
中条	ちゅうじょう,ちょうじょう,なかじょう
中新	なかしん,なかにい
中神	なかかみ,なかがみ
中臣	なかおみ,なかとみ
中須賀	なかすか,なかすが
中静	なかしず,なかしずか
中川原	なかかわはら,なかがはら,なかがわら
中倉	なかくら,なかぐら
中代	なかしろ,なかだい
中谷	なかたに,なかだに,なかや
中地	なかじ,なかち,なかぢ
中陳	なかじん,なかぜ
中田	ちゅうだ,なかた,なかだ
中島	なかしま,なかじま
中嶋	なかしま,なかじま
中東	なかとう,なかひがし
中藤	なかとう,なかふじ
中道	ちゅうどう,なかみち
中納	なかの,なかのう
中農	なかの,なかのう
中馬	ちゅうば,ちゅうま,ちゅうまん,なかうま
中迫	なかさこ,なかせこ
中畠	なかはた,なかばたけ
中鉢	ちゅうばち,なかはち,なかばち
中畔	なかあぜ,なかぐろ
中尾	なかお,なかを
中武	なかたけ,なかぶ
中平	なかたい,なかだいら,なかひら
中保	なかほ,なかやす
中堀	なかほり,なかぼり
中満	ちゅうまん,なかみつ
中務	なかつか,なかつかさ
中名生	なかなお,なかのみょう
中明	なかあき,なかめい
中木	なかき,なかぎ
中目	なかのめ,なかめ
中浴	なかさこ,なかたに
中里	なかさと,なかざと
中里見	なかさとみ,なかざとみ
中留	なかとめ,なかどめ
中力	ちゅうりき,なかりき
中林	なかはやし,なかばやし
中國	なかくに,なかぐに
中嶌	なかしま,なかじま
中條	ちゅうじょう,なかじょう
中澤	なかさわ,なかざわ
中禮	ちゅうれい,なかれい
仲子	なかこ,なかご
仲村渠	なかんだかり,なかんだり
仲谷	なかたに,なかや
仲長	なかちょう,なかなが
仲田	なかた,なかだ
仲鉢	ちゅうばち,なかばち
忠田	ちゅうた,ちゅうだ
虫明	むしあき,むしあけ
樗沢	ぶなさわ,ぶなざわ
樗木	おうてき,おおてき,おてき,ちさき,ちしゃき
樗澤	ぶなさわ,ぶなざわ
猪ノ口	いのくち,いのぐち
猪井	いい,いのい
猪越	いこし,いごし,いのこし
猪岡	いおか,いのおか
猪久保	いくぼ,いのくぼ
猪熊	いぐま,いのくま
猪原	いのはら,いはら,いばら
猪口	いぐち,いのくち,いのぐち
猪坂	いさか,いのさか
猪阪	いさか,いのさか
猪崎	いさき,いざき
猪山	いのやま,いやま
猪鹿倉	いかくら,いがくら
猪狩	いかり,いがり
猪上	いがみ,いのうえ
猪川	いかわ,いのかわ
猪谷	いがや,いたに,いのたに
猪塚	いつか,いづか,いのつか
猪田	いだ,いのだ
猪内	いのうち,ししうち
猪八重	いのはえ,いのやえ,いやえ
猪尾	いお,いのお
猪部	いのべ,ししべ
猪木	いぎ,いのき
丁田	ちょうだ,まちだ
張	ちょう,はり
張替	はりかい,はりかえ,はりがい,はりがえ
朝賀	あさか,あさが
朝海	あさかい,あさみ
朝貝	あさかい,あさがい
朝戸	あさと,あさど
朝妻	あさずま,あさつま,あさづま
朝生	あさお,あさぶ,あそう
朝倉	あさくら,あさくろ
潮田	うしおだ,しおた
町谷	まちたに,まちや
町田	まちた,まちだ
調所	ずしょ,ちょうしょ
長	おさ,ちょう,はじめ
長栄	ちょうえい,ながえ
長家	ながい,ながいえ,ながや
長久	ちょうきゅう,ながひさ
長郷	ちょうごう,ながさと,なごう
長見	おさみ,ながみ
長原	おさはら,ながはら
長治	ちょうじ,ながじ
長宗	ながみね,ながむね
長神	ちょうじん,ながみ
長川	おさがわ,ながかわ
長束	ながつか,なつか
長村	おさむら,ながむら
長谷	ながたに,ながや,はせ
長谷地	ながやち,はせち
長田	おさだ,ちょうだ,ながた
長登	ながと,ながのぼり
長藤	ながと,ながとう,ながふじ
長内	おさない,ながうち
長南	おさなみ,ちょうなん,ながなみ
長能	ながの,ながのう
長富	おさとみ,ながとみ
長冨	ながとみ,ながどみ
長柄	ながえ,ながら
長名	おさな,ちょうな
長木	ちょうき,ながき
長野	ちょうの,ながの
長利	おさり,ながとし
長渕	ながふち,ながぶち
長澤	なかざわ,ながさわ,ながざわ
頂	いただき,ちょう
鳥羽	とば,とりば
鳥越	とりこえ,とりこし,とりごえ
鳥海	ちょうかい,とりうみ,とりかい,とりのうみ,とりみ
鳥潟	とりかた,とりがた
鳥飼	とりかい,とりがい
鳥生	とりう,とりゅう
鳥巣	とす,とりす
鳥沢	とりさわ,とりざわ
鳥谷	からすだに,とや,とりたに,とりや
鳥谷尾	とやお,とりやお
鳥谷部	とやべ,とりやべ
鳥塚	とりずか,とりつか,とりづか
鳥田	とりた,とりだ
鳥畑	とりはた,とりばたけ
鳥養	とりかい,とりがい
勅使河原	てしがはら,てしがわら
勅使瓦	ちょくしがわら,てしがわら
直川	なおかわ,のうがわ
珍部	ちんべ,よしべ
陳内	じんない,ぢんない
津	つ,つざき
津々木	つつき,つづき
津越	つごえ,つごし
津隈	つくま,つぐま,つのくま
津戸	つと,つど
津国	つくに,つのくに
津坂	つさか,つざか
津吹	つぶき,つぶく
津谷	つたに,つや
津藤	つとう,つどう
津之地	つのち,つのぢ
津波	つなみ,つは
津波古	つはこ,つばこ
津門	つかど,つと
津里	つさと,つり
津留	つとめ,つどめ,つる
津國	つくに,つのくに
椎橋	しいはし,しいばし
椎原	しいはら,しいばら
椎津	しいつ,しいづ
椎木	しいき,しいぎ,しいのき
槌谷	つちたに,つちや
追田	おいた,おいだ
追立	おいたち,おいたて
通	とおり,とおる
通崎	つうざき,みちざき
通山	つうやま,とおやま,とおりやま
塚越	つかこし,つかごし
塚原	つかはら,つかばら
塚崎	つかさき,つかざき
塚谷	つかたに,つかや
塚田	つかた,つかだ
塚島	つかしま,つかじま
栂村	つがむら,とがむら
槻	けやき,つき
